LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;default.payment.next.month
60000;2;2;1;23;0
160000;1;1;2;31;0
310000;2;2;2;25;0
240000;1;2;2;35;0
200000;2;1;1;35;0
235000;2;3;1;36;0
335000;1;2;1;44;0
85000;1;2;1;36;0
240000;2;2;2;28;0
370000;1;2;2;39;0
130000;2;2;2;33;0
300000;1;1;1;54;0
150000;1;1;2;55;0
50000;2;2;1;31;0
235000;2;2;1;41;0
190000;;1;2;30;0
150000;1;2;2;31;1
195000;2;2;2;26;0
60000;1;3;2;34;0
100000;1;1;2;32;0
60000;1;3;1;35;0
260000;1;2;2;32;0
60000;2;2;1;42;0
110000;2;1;1;37;0
30000;2;2;1;46;0
325000;2;2;2;30;0
65000;2;2;1;22;0
90000;2;2;2;31;0
50000;1;1;2;24;0
180000;1;3;1;37;0
100000;2;2;1;35;0
265000;1;2;1;37;0
250000;2;2;1;33;0
20000;2;3;2;44;0
20000;1;2;2;45;0
360000;1;;2;28;0
200000;1;1;3;50;1
250000;2;2;2;50;0
50000;1;3;1;32;0
210000;2;2;1;36;0
540000;2;3;2;38;0
120000;2;2;1;43;0
225000;2;2;2;32;0
205000;1;2;2;34;0
80000;2;;1;29;0
140000;2;2;1;31;0
135000;2;2;1;27;0
280000;1;2;2;32;0
150000;2;1;1;38;0
130000;2;2;2;41;0
130000;2;3;1;54;0
95000;1;2;1;36;0
295000;1;1;2;37;0
180000;2;1;2;26;0
265000;2;1;2;32;0
175000;2;2;1;33;0
335000;2;2;1;40;0
490000;2;2;1;31;0
80000;2;1;1;32;0
235000;2;3;2;28;0
105000;1;2;2;51;0
415000;1;2;2;36;0
10000;;1;2;24;0
;;3;2;37;0
400000;1;1;2;29;0
305000;1;2;2;33;0
325000;2;2;2;43;0
100000;1;3;1;54;1
420000;1;2;2;53;0
80000;2;1;1;35;0
295000;2;2;2;37;0
110000;2;1;2;32;0
100000;1;2;1;52;0
240000;1;2;2;29;0
175000;2;2;1;35;0
120000;1;2;2;35;0
245000;2;2;2;29;0
360000;2;1;2;29;0
50000;1;2;2;30;0
130000;2;3;1;33;0
100000;1;2;1;37;0
50000;1;5;2;26;0
180000;2;3;1;64;0
100000;2;2;1;33;0
95000;1;2;1;37;0
60000;2;2;2;24;0
620000;1;2;2;31;0
245000;2;2;2;27;0
330000;2;2;1;49;0
50000;2;3;1;36;0
20000;1;2;2;;0
170000;1;2;2;34;0
260000;2;1;2;33;0
290000;1;3;1;50;0
190000;2;1;2;28;0
120000;1;2;2;48;0
220000;1;1;1;33;0
260000;2;2;2;36;0
10000;2;1;2;56;0
10000;1;2;1;29;0
170000;2;2;1;50;0
200000;2;2;1;40;0
100000;2;2;2;39;0
220000;2;1;2;28;0
70000;2;2;;31;0
20000;1;2;2;39;0
80000;2;3;1;;0
200000;2;1;2;29;0
230000;1;2;1;45;0
170000;2;1;1;36;0
120000;2;1;2;31;0
190000;1;2;2;30;0
20000;2;2;2;27;0
100000;2;2;1;55;0
130000;2;2;1;63;0
205000;2;2;2;25;0
230000;2;2;1;40;0
50000;2;1;2;22;0
50000;1;3;2;40;0
225000;;2;1;36;0
180000;2;2;2;35;0
280000;2;1;2;36;0
60000;2;3;1;47;0
250000;1;2;2;31;0
140000;2;2;2;33;0
20000;1;;;33;0
80000;2;2;1;50;0
50000;1;1;2;27;0
200000;1;1;1;37;0
45000;2;2;2;39;0
340000;2;1;1;36;0
120000;2;2;2;27;0
20000;1;1;2;29;0
80000;2;2;2;23;0
270000;1;1;2;37;0
215000;1;2;2;37;0
340000;2;2;1;37;0
;1;2;1;46;0
210000;2;1;1;46;0
200000;2;5;1;27;0
230000;2;1;2;34;0
275000;2;2;1;40;0
;2;1;2;32;0
215000;2;3;2;41;0
375000;2;2;2;33;0
50000;1;1;2;48;0
155000;2;2;2;28;0
110000;1;2;2;29;0
330000;2;1;2;34;0
320000;2;2;2;27;0
80000;2;2;2;32;0
80000;2;1;2;32;0
195000;2;2;1;43;0
65000;2;3;1;28;0
180000;2;2;1;36;0
155000;1;2;2;35;0
280000;1;2;;44;0
210000;2;3;1;41;0
230000;2;2;2;28;0
330000;1;2;1;29;0
690000;2;3;2;34;0
150000;2;2;2;25;0
235000;1;2;1;43;0
345000;2;2;2;37;0
140000;2;2;2;47;0
155000;1;1;2;26;0
60000;1;2;2;25;0
365000;1;1;1;41;0
60000;1;2;2;27;0
195000;1;3;2;28;0
40000;2;2;1;36;0
200000;2;1;1;40;0
100000;1;1;2;26;0
140000;2;2;2;32;0
155000;1;3;2;30;0
90000;2;2;2;24;0
155000;2;3;1;44;0
95000;2;2;1;41;0
165000;2;2;2;35;0
100000;2;2;2;24;0
90000;1;2;2;41;0
350000;1;3;;36;0
140000;2;3;1;40;0
180000;2;1;2;26;0
325000;1;2;1;37;0
160000;2;2;1;38;0
100000;2;2;1;43;0
450000;2;2;2;39;0
370000;2;2;2;44;0
130000;1;2;2;32;0
320000;1;2;1;50;0
245000;1;1;2;33;0
180000;2;2;1;33;0
200000;2;1;1;41;0
300000;1;1;2;;0
150000;2;2;1;37;0
240000;1;1;2;29;0
220000;1;2;2;29;0
200000;2;2;1;37;0
280000;1;4;2;26;0
275000;1;4;1;38;0
110000;2;1;2;27;0
205000;1;2;1;39;0
20000;1;1;1;33;0
160000;2;1;2;31;0
150000;1;2;1;37;0
140000;1;2;2;44;0
240000;1;2;2;35;0
40000;2;4;2;23;0
120000;1;2;2;28;0
145000;1;3;1;48;0
65000;2;2;2;29;0
175000;2;2;2;27;0
125000;1;2;2;43;0
30000;2;3;1;53;0
50000;1;1;2;37;0
230000;2;3;2;38;0
230000;1;2;1;36;0
95000;2;3;1;29;0
30000;2;3;1;22;0
60000;2;2;2;25;0
90000;2;3;1;42;0
225000;2;2;2;38;0
135000;1;2;2;31;0
130000;2;2;1;33;0
30000;1;2;2;35;0
130000;2;2;2;29;1
100000;1;2;2;45;0
20000;1;2;2;24;0
150000;2;;1;43;0
240000;1;2;2;43;0
165000;2;1;3;40;0
255000;1;2;1;42;0
135000;1;2;1;44;0
;1;;1;39;0
165000;2;3;2;44;0
20000;1;2;1;32;0
25000;1;2;2;24;0
420000;1;2;1;39;0
50000;1;3;2;44;0
105000;1;3;2;45;0
325000;;2;2;37;0
300000;1;2;2;27;0
275000;1;1;2;32;0
240000;2;2;2;30;0
80000;1;2;1;34;0
20000;1;2;2;22;0
195000;1;2;2;41;0
130000;2;1;2;23;0
180000;1;2;2;36;0
260000;1;2;2;;0
150000;2;2;2;31;0
165000;1;2;2;28;0
255000;1;3;1;40;0
60000;2;1;2;24;1
345000;2;2;2;37;0
135000;2;2;1;41;0
280000;2;2;1;30;0
80000;1;2;2;28;0
190000;2;2;1;34;0
80000;1;2;2;36;0
205000;2;2;1;36;0
175000;1;3;2;39;0
235000;2;2;1;34;0
160000;2;1;1;41;0
140000;2;2;1;49;0
400000;1;5;2;40;0
;1;2;2;32;0
220000;2;4;1;38;0
480000;2;1;2;34;0
205000;1;2;1;38;0
125000;2;2;2;34;0
250000;1;2;2;30;0
220000;2;1;2;30;0
250000;2;2;2;27;0
260000;1;1;2;49;0
360000;;1;2;34;0
320000;1;5;1;47;0
50000;1;1;1;44;0
205000;1;2;1;48;0
50000;1;3;2;38;0
50000;2;2;1;45;0
180000;2;2;1;35;0
110000;2;2;2;52;0
310000;2;3;1;49;0
140000;1;1;2;;0
200000;2;2;1;30;0
235000;2;2;2;33;0
215000;2;2;2;26;0
165000;;1;2;33;0
240000;2;2;2;34;0
65000;2;2;1;34;0
170000;1;2;2;29;0
235000;2;2;2;32;0
215000;1;2;2;31;0
20000;2;2;1;31;0
220000;1;1;1;48;0
195000;2;1;2;32;0
220000;1;2;2;30;0
130000;1;2;2;39;0
170000;2;3;1;28;0
215000;1;2;2;25;0
50000;1;2;1;43;0
50000;2;2;2;48;0
360000;2;1;1;59;0
360000;2;2;2;25;0
30000;2;3;1;43;1
120000;2;2;2;33;0
260000;1;1;1;40;0
65000;1;3;1;34;0
100000;1;2;2;30;0
170000;2;2;1;28;0
50000;2;2;1;31;0
85000;2;2;1;33;0
115000;2;2;2;32;0
130000;;2;2;34;0
120000;2;2;2;24;0
30000;2;2;2;25;0
130000;2;3;1;35;0
120000;2;3;2;43;0
325000;2;3;2;42;0
220000;1;2;1;32;0
420000;1;1;2;31;0
155000;2;2;1;;0
220000;1;2;2;36;0
125000;2;2;2;28;0
210000;;1;2;29;0
20000;1;3;1;49;0
130000;2;2;2;47;0
50000;2;2;1;34;0
20000;1;2;2;30;0
80000;2;2;1;40;0
200000;2;1;2;43;0
130000;2;3;2;27;0
60000;2;2;;27;0
50000;2;2;1;47;0
100000;1;3;2;36;0
55000;;3;1;26;0
235000;2;2;2;32;0
155000;2;2;2;34;0
425000;2;1;2;35;0
100000;1;2;1;37;0
40000;2;;1;49;0
100000;1;2;2;35;0
30000;2;3;2;22;0
155000;2;2;1;45;0
140000;2;2;2;40;0
30000;2;2;2;35;0
355000;2;2;1;38;0
155000;1;2;2;40;0
20000;2;;2;24;0
20000;2;2;1;40;0
180000;2;4;2;27;0
35000;2;3;1;40;0
95000;2;3;1;46;0
90000;1;2;2;34;0
160000;2;;2;25;0
255000;2;2;1;35;0
360000;1;2;1;46;0
145000;1;2;2;32;0
10000;1;2;2;34;0
120000;2;2;1;34;0
210000;1;1;1;42;0
240000;2;1;1;37;0
80000;2;2;2;25;0
500000;2;1;2;42;0
80000;;2;1;39;0
80000;2;2;1;39;0
150000;2;3;1;42;0
50000;1;3;2;34;0
40000;2;2;2;25;0
60000;2;2;2;27;0
20000;2;2;2;21;0
115000;2;;2;36;0
135000;2;1;2;29;0
395000;2;2;1;32;0
250000;2;2;1;43;0
100000;1;3;2;36;0
400000;2;1;1;40;0
20000;2;2;2;35;0
365000;2;2;1;36;0
190000;2;2;2;28;0
160000;2;2;1;41;0
;2;2;2;31;0
200000;1;2;2;43;0
50000;2;2;1;42;0
110000;1;3;2;49;0
90000;2;2;2;24;0
150000;2;2;2;36;0
60000;2;1;2;29;0
500000;1;1;1;42;0
200000;1;2;1;43;0
300000;2;2;2;36;0
160000;1;2;2;35;0
140000;1;2;1;37;0
140000;1;2;1;40;0
245000;2;2;1;35;0
230000;1;2;1;34;0
200000;2;2;1;33;0
75000;2;2;1;32;0
50000;2;2;2;39;0
20000;1;2;2;34;0
235000;1;2;2;41;0
460000;2;3;2;32;0
220000;1;5;1;37;0
120000;2;2;1;37;0
110000;1;2;2;32;0
130000;2;2;2;38;0
220000;1;2;2;30;0
95000;1;2;2;29;0
100000;2;3;1;34;0
;1;2;2;28;0
250000;;2;1;32;0
80000;1;2;2;42;0
30000;1;3;1;46;0
120000;2;2;1;48;0
155000;1;2;1;42;0
50000;2;3;1;42;0
140000;2;2;2;31;0
110000;2;3;1;42;0
240000;2;2;2;24;0
200000;2;1;2;28;0
75000;2;4;1;49;0
380000;1;1;2;32;0
210000;1;1;2;;0
125000;1;3;2;32;0
50000;2;2;2;52;0
145000;2;2;2;32;0
225000;2;3;1;39;0
155000;2;2;2;28;0
150000;2;2;2;27;0
160000;2;3;1;53;0
65000;2;3;2;47;0
50000;2;3;1;47;0
35000;1;3;1;26;0
95000;;2;2;25;0
120000;2;2;2;28;0
195000;2;2;;36;0
80000;2;2;2;43;0
50000;1;2;1;46;0
280000;2;1;1;34;0
160000;2;2;2;37;0
160000;2;3;1;38;0
220000;2;1;1;41;0
20000;2;;2;22;0
20000;1;3;1;27;1
185000;2;2;2;35;0
150000;2;2;2;30;0
265000;1;2;1;47;0
240000;2;3;0;37;0
270000;2;3;1;30;0
80000;1;2;1;34;0
270000;2;1;2;31;0
170000;2;2;1;31;0
420000;2;1;2;44;0
170000;2;1;2;38;0
80000;1;2;2;34;0
150000;1;1;2;29;0
150000;2;2;2;32;1
110000;2;2;1;43;0
150000;1;2;3;39;0
180000;1;1;1;48;0
430000;2;1;2;27;0
20000;1;2;2;40;1
30000;2;2;1;35;0
300000;1;2;1;39;0
115000;2;2;1;;0
20000;2;2;3;42;0
260000;1;2;2;29;0
80000;1;2;1;46;0
240000;2;2;1;34;0
150000;2;3;1;29;0
285000;2;2;2;35;0
120000;2;3;;31;0
50000;2;1;2;26;0
190000;2;2;2;33;0
40000;2;2;2;26;0
70000;1;2;2;31;0
230000;2;2;2;37;0
300000;1;3;2;30;0
260000;2;3;1;39;0
140000;2;3;1;45;0
140000;2;3;1;36;0
170000;2;1;2;30;0
180000;1;3;1;49;0
135000;2;2;2;31;0
120000;2;3;1;39;0
290000;2;3;1;46;0
330000;2;2;2;26;0
;2;3;1;37;0
20000;1;3;1;29;0
20000;1;;2;52;0
150000;2;2;2;29;0
200000;1;2;1;42;0
80000;2;2;2;27;0
290000;2;3;2;;0
205000;1;3;1;36;0
270000;2;4;2;29;0
240000;1;2;2;35;0
300000;2;1;2;31;0
120000;1;1;2;28;0
60000;1;;2;35;0
150000;1;2;2;29;0
290000;2;3;2;30;0
80000;2;3;1;35;0
140000;2;3;2;31;0
220000;2;2;1;38;0
20000;1;3;3;23;0
200000;2;1;2;37;0
265000;2;2;2;25;0
210000;2;2;1;33;0
35000;2;3;2;54;0
80000;2;2;1;34;0
140000;1;1;2;32;0
150000;1;1;2;33;0
265000;1;2;2;52;0
70000;2;2;1;32;1
80000;2;1;2;29;0
70000;2;2;1;44;0
180000;;2;2;32;0
30000;1;2;2;27;0
90000;1;3;1;39;0
410000;2;1;2;28;0
120000;1;1;2;30;0
65000;1;2;2;33;0
250000;2;1;1;36;0
50000;1;2;1;51;0
50000;2;1;2;28;0
50000;1;2;2;31;0
360000;2;2;1;27;0
180000;2;2;1;27;0
290000;1;2;2;38;0
190000;1;2;2;56;0
280000;1;2;1;38;0
50000;1;2;;24;0
145000;2;2;1;33;0
145000;1;3;2;29;0
255000;2;4;;33;0
165000;2;2;1;39;0
160000;2;1;2;27;0
720000;2;1;1;45;0
295000;2;2;2;30;0
20000;2;2;2;45;0
240000;1;2;1;;0
130000;2;3;2;36;0
65000;2;3;1;44;0
;2;2;1;52;0
240000;1;1;2;47;0
105000;2;1;2;28;0
260000;2;2;1;42;0
20000;2;2;1;22;0
165000;2;2;1;27;0
185000;1;2;2;33;0
460000;1;1;2;28;0
100000;1;2;2;27;0
230000;2;2;2;34;0
80000;2;1;2;27;0
280000;1;1;2;32;0
260000;2;2;2;30;0
175000;2;2;1;33;0
205000;2;1;2;33;0
;2;1;2;28;0
50000;1;3;1;45;0
125000;1;2;1;44;0
35000;2;;2;27;0
360000;2;1;2;30;0
260000;2;3;2;45;0
50000;2;3;1;53;0
20000;1;2;2;23;0
175000;2;3;2;44;0
220000;2;3;1;43;0
170000;2;2;2;29;0
80000;2;3;1;34;0
600000;2;1;2;36;0
360000;2;2;2;43;0
180000;1;3;1;65;0
155000;1;2;2;45;0
295000;2;;1;30;0
265000;1;3;1;48;0
430000;2;3;2;49;0
;2;1;2;41;0
330000;2;2;1;37;0
200000;2;2;2;37;0
270000;1;1;1;47;0
210000;2;1;2;;0
110000;1;2;1;36;0
50000;1;2;;45;0
200000;2;1;1;56;0
60000;2;1;2;28;0
300000;1;2;2;37;0
150000;1;2;2;31;0
55000;2;2;1;32;0
225000;1;2;1;31;0
200000;2;2;2;36;0
80000;1;3;1;47;0
140000;2;1;2;30;0
500000;2;1;1;34;0
60000;1;2;2;24;0
265000;2;1;2;36;0
360000;1;2;1;26;0
40000;1;2;1;31;0
330000;1;2;1;33;0
50000;1;2;1;43;0
205000;2;4;1;29;0
35000;2;2;2;22;0
10000;2;2;2;22;0
155000;1;2;2;30;0
105000;1;2;1;47;0
200000;;1;2;33;0
120000;1;2;2;43;0
360000;;2;1;39;0
80000;2;2;2;;0
20000;1;2;2;40;1
20000;1;2;2;33;0
160000;2;2;1;51;0
475000;2;2;;44;0
280000;1;1;2;31;0
470000;2;1;1;37;0
260000;1;3;2;56;0
50000;1;2;;52;0
130000;1;3;1;43;0
50000;2;2;1;34;0
175000;2;2;2;44;0
100000;1;2;2;42;0
115000;1;2;2;25;0
;2;2;2;38;0
20000;2;2;1;36;0
250000;2;3;2;29;0
195000;2;2;1;44;0
10000;1;;2;24;1
;2;2;;24;0
290000;2;3;1;44;0
225000;2;1;2;32;0
20000;2;2;;24;1
250000;1;2;2;31;0
160000;1;1;2;33;0
50000;1;2;2;39;0
50000;2;2;1;25;0
205000;2;2;2;30;0
100000;2;4;2;29;0
80000;2;2;1;44;0
165000;2;2;1;33;0
;1;1;2;;0
220000;2;;1;44;0
330000;1;1;2;36;0
280000;2;2;2;38;0
230000;2;1;2;30;0
100000;1;2;1;35;0
280000;2;2;2;29;0
50000;2;1;2;24;0
260000;2;1;;36;0
20000;1;3;2;24;0
80000;2;3;1;35;0
305000;1;2;1;40;0
120000;2;2;1;30;0
155000;1;2;2;31;0
325000;2;2;2;40;0
200000;;1;1;44;0
155000;2;1;2;27;0
260000;1;2;1;31;0
30000;1;1;2;28;0
215000;1;2;2;28;0
65000;1;2;1;45;0
135000;2;2;1;33;0
150000;2;1;1;35;0
285000;2;3;2;44;0
;2;3;2;35;0
;2;2;2;34;0
205000;2;;2;41;0
120000;2;1;1;35;0
450000;1;1;1;37;0
100000;1;2;2;28;0
190000;1;2;2;30;0
65000;2;2;1;26;0
95000;2;1;1;33;0
120000;2;2;1;37;0
20000;2;2;2;28;0
110000;1;2;1;38;0
30000;1;3;1;52;1
220000;2;2;1;41;0
180000;2;2;1;35;0
;2;1;1;36;0
220000;2;2;1;36;0
100000;2;2;2;27;0
370000;2;1;;32;0
210000;2;1;1;36;0
155000;2;2;2;44;0
230000;1;2;2;34;0
65000;1;4;2;39;0
120000;2;2;2;26;0
405000;2;2;2;33;0
135000;2;2;2;29;0
310000;2;1;1;32;0
310000;1;1;1;47;0
185000;2;2;1;34;0
80000;1;2;1;40;0
120000;2;2;2;46;0
245000;2;2;1;35;0
50000;2;3;1;54;0
30000;2;3;1;46;1
30000;2;3;1;39;0
50000;2;2;2;25;0
170000;1;1;2;48;0
90000;1;2;2;26;0
240000;2;2;1;44;0
90000;1;2;2;25;0
120000;2;2;1;38;0
50000;1;1;2;39;0
35000;2;2;2;27;0
285000;2;2;;28;0
260000;1;2;1;53;0
185000;2;2;2;44;0
265000;2;2;2;32;0
130000;2;2;1;35;0
70000;2;3;2;24;0
50000;2;2;2;35;0
75000;;2;2;41;0
60000;1;1;1;38;0
135000;2;3;1;50;0
180000;1;2;2;27;0
60000;2;2;2;23;0
50000;2;2;2;31;0
20000;1;2;2;21;0
60000;1;;2;30;0
60000;;4;1;55;0
425000;2;1;2;38;0
190000;2;2;1;;0
200000;2;1;2;29;0
200000;2;1;1;38;0
710000;;2;1;40;0
255000;1;2;2;34;0
150000;1;2;1;35;0
500000;2;2;2;39;0
80000;1;3;2;35;0
275000;2;3;2;39;0
75000;;3;1;39;0
360000;2;1;1;51;0
75000;2;2;2;38;0
200000;2;1;2;37;0
20000;2;2;1;30;0
80000;2;2;1;43;0
80000;2;1;2;26;0
260000;1;1;1;30;0
130000;1;2;1;35;0
185000;2;3;2;41;0
130000;1;2;2;27;0
;2;1;1;50;0
195000;1;2;1;49;0
115000;1;2;2;25;0
30000;1;3;2;25;0
175000;;2;2;44;0
105000;1;2;2;37;0
80000;1;1;2;28;0
240000;2;4;1;59;0
125000;1;3;2;36;0
320000;2;2;1;41;0
;2;2;1;33;0
60000;1;1;2;28;0
90000;2;3;1;44;0
155000;2;2;2;30;0
205000;1;3;2;27;0
135000;2;2;1;26;0
85000;1;2;3;31;0
170000;2;2;1;38;0
230000;2;2;1;31;0
125000;2;4;2;41;0
;1;1;1;50;0
140000;2;2;2;26;0
170000;1;2;2;36;0
130000;2;2;1;27;0
20000;2;1;2;25;0
;1;3;1;41;0
80000;1;2;2;26;0
80000;2;1;2;29;0
130000;1;;1;33;0
80000;1;2;2;28;1
230000;2;1;1;36;0
205000;2;2;2;44;0
20000;1;2;1;32;0
215000;2;2;2;30;0
30000;1;2;1;36;0
150000;2;1;1;55;0
160000;1;2;2;30;0
360000;1;3;2;34;0
360000;2;2;1;46;0
20000;1;2;1;49;0
305000;2;2;1;36;0
180000;2;;1;27;0
115000;2;4;2;28;0
80000;2;1;2;25;0
100000;2;1;1;;0
140000;2;1;;28;0
310000;2;2;2;33;0
230000;1;2;2;32;0
35000;1;2;1;41;0
160000;2;2;1;41;0
120000;2;1;2;28;0
380000;1;1;2;33;0
;2;3;0;37;0
70000;2;3;1;45;0
55000;2;3;2;30;0
55000;2;2;2;27;0
65000;1;3;1;40;0
90000;1;2;2;30;0
105000;1;3;1;37;0
150000;2;2;2;33;0
60000;1;2;2;33;0
235000;2;2;2;27;0
50000;1;2;1;42;0
155000;2;2;2;35;0
320000;1;1;;46;0
145000;1;1;2;28;0
90000;2;3;1;55;0
85000;2;2;1;29;0
120000;1;1;2;38;0
195000;1;2;1;37;0
500000;1;1;;51;0
35000;1;1;2;37;0
30000;1;2;1;57;0
210000;1;1;2;34;0
345000;2;1;1;44;0
30000;1;1;2;25;0
60000;2;2;2;35;0
150000;2;1;2;35;0
100000;1;2;2;;0
390000;2;2;1;37;0
210000;2;1;1;37;0
360000;1;2;;46;0
70000;2;2;2;28;0
280000;1;1;2;30;0
165000;2;1;2;29;0
190000;2;2;1;28;0
400000;1;3;1;36;0
160000;2;3;1;53;0
320000;1;1;2;40;0
35000;2;3;1;49;0
;2;2;;29;0
230000;2;1;1;40;0
470000;2;2;1;32;0
260000;1;4;1;47;0
100000;1;2;2;43;0
130000;1;1;2;28;0
200000;1;2;1;34;0
195000;2;2;2;39;0
110000;2;2;2;33;0
100000;1;2;2;30;0
270000;2;2;1;27;0
225000;1;2;2;33;0
320000;2;2;1;33;0
380000;2;3;1;33;0
80000;2;2;2;25;0
165000;1;3;1;53;0
440000;2;2;2;28;0
135000;2;2;2;29;0
90000;2;2;2;34;0
115000;2;3;1;30;0
220000;1;1;2;38;0
360000;2;1;2;29;0
300000;2;2;1;42;0
80000;2;3;1;40;0
280000;2;1;2;27;0
70000;2;2;2;25;0
110000;1;3;1;42;0
320000;1;1;1;40;0
80000;2;;1;40;0
80000;1;2;2;27;0
215000;1;2;1;37;0
80000;1;2;2;27;0
150000;2;1;2;32;0
225000;2;2;1;38;0
140000;2;2;1;24;0
20000;2;3;1;53;0
190000;2;2;1;33;0
150000;2;1;2;32;0
30000;2;3;1;51;0
75000;1;2;2;33;0
130000;1;2;2;40;0
140000;2;2;2;23;0
20000;1;3;2;61;0
50000;2;3;1;40;0
35000;2;2;3;35;0
105000;2;3;1;29;0
255000;1;2;2;39;0
105000;1;2;2;33;0
155000;2;3;1;32;0
300000;2;2;2;37;0
190000;1;3;1;35;0
180000;2;3;1;36;0
125000;1;3;1;46;0
280000;2;1;2;28;0
50000;1;2;2;24;0
185000;2;2;2;35;0
290000;1;1;2;28;0
220000;1;1;1;48;0
100000;1;2;2;29;0
360000;1;1;2;36;0
200000;2;2;2;28;0
50000;1;2;2;31;0
315000;;2;2;30;0
160000;2;1;1;58;0
;2;3;;32;0
480000;2;3;1;42;0
275000;2;2;1;39;0
20000;1;3;2;40;1
30000;1;2;2;22;1
500000;2;1;1;39;0
150000;2;2;2;34;0
200000;1;3;1;41;0
20000;1;1;2;28;0
165000;1;2;2;41;0
200000;2;1;1;59;0
20000;2;3;1;45;0
70000;1;1;2;31;0
70000;1;3;1;50;0
300000;2;1;1;58;0
260000;2;2;2;48;0
325000;2;1;1;39;0
115000;1;2;1;30;0
400000;2;1;2;27;0
30000;2;2;2;25;0
105000;1;1;2;31;0
100000;2;2;1;36;0
105000;1;2;2;33;0
20000;2;1;2;22;0
20000;1;5;2;25;0
145000;2;1;2;27;0
80000;;2;1;49;0
100000;2;3;1;30;0
30000;1;1;2;36;0
170000;2;1;1;33;0
145000;1;2;2;;0
240000;2;1;2;29;0
265000;2;1;2;30;0
200000;2;1;2;40;0
230000;1;2;1;29;0
40000;1;;2;29;0
130000;1;3;;41;0
300000;2;2;1;31;0
30000;2;1;2;25;0
110000;2;2;1;30;0
265000;1;2;2;34;0
210000;2;4;1;33;0
500000;2;2;2;27;0
165000;1;3;1;43;0
440000;2;1;1;41;0
180000;2;3;1;41;0
105000;1;3;1;38;0
210000;2;1;1;44;0
20000;1;2;2;34;1
;2;3;2;25;0
200000;2;2;2;33;0
135000;2;2;1;32;0
60000;2;1;1;25;0
55000;2;2;2;34;0
180000;1;3;2;44;0
400000;2;1;1;41;0
100000;2;3;2;24;0
70000;1;1;1;40;0
70000;2;2;2;22;0
150000;2;2;1;40;0
50000;2;3;1;53;0
165000;2;2;1;44;0
110000;1;2;1;26;0
50000;2;2;2;32;0
110000;2;2;2;23;0
110000;;2;2;36;0
500000;1;1;1;44;0
160000;1;2;2;38;1
20000;2;1;2;24;0
330000;1;2;1;47;0
30000;2;3;1;52;0
50000;2;1;2;23;0
30000;2;1;2;29;0
180000;2;2;2;29;0
280000;1;1;2;38;0
20000;1;1;2;30;0
160000;1;3;1;29;0
80000;1;3;1;60;0
75000;1;3;1;49;0
205000;1;3;1;35;0
45000;1;3;1;44;0
80000;2;3;1;34;1
320000;;1;;24;0
130000;2;1;2;25;0
270000;2;1;2;31;0
300000;1;3;2;29;0
50000;2;2;2;24;0
120000;1;1;1;46;0
65000;2;2;2;34;0
200000;2;2;2;33;0
30000;2;2;2;21;0
100000;2;2;2;31;0
65000;1;2;2;26;0
65000;2;2;1;43;0
75000;2;2;2;29;0
200000;2;1;2;36;0
80000;2;3;1;32;0
260000;2;1;2;42;0
200000;2;2;1;28;0
100000;2;1;2;28;0
305000;1;2;1;34;0
30000;2;2;2;29;0
20000;1;2;2;43;0
295000;2;2;2;31;0
250000;1;2;1;36;0
125000;2;2;2;36;0
165000;2;2;1;29;0
315000;2;2;1;38;0
210000;1;1;1;35;0
150000;2;2;2;26;0
50000;2;2;1;31;1
400000;2;3;1;39;0
130000;2;2;2;34;0
120000;2;2;2;27;0
95000;2;2;1;36;0
235000;2;2;2;37;0
80000;2;3;2;43;0
20000;1;1;2;25;0
175000;1;2;1;;0
140000;1;2;2;39;0
30000;1;2;2;31;0
300000;2;4;1;54;0
80000;1;2;2;27;0
195000;2;2;2;30;0
20000;1;2;1;33;0
260000;2;1;2;25;0
235000;1;2;1;43;0
150000;2;2;2;23;0
170000;1;2;2;29;0
320000;2;1;2;32;0
120000;1;1;;41;0
500000;;1;2;31;0
320000;1;1;2;55;0
250000;2;3;2;39;0
90000;2;2;2;48;0
230000;2;1;2;43;0
160000;2;2;1;41;0
75000;2;3;1;41;0
250000;1;2;1;40;0
320000;1;2;1;37;0
230000;1;2;2;30;0
490000;2;1;2;29;0
155000;2;2;2;26;0
290000;2;2;2;;0
80000;2;2;2;22;0
230000;2;1;1;30;0
230000;2;1;2;23;0
170000;2;2;1;36;0
500000;2;1;2;29;0
150000;2;2;1;35;0
20000;1;3;2;39;0
130000;2;1;1;42;0
180000;2;2;2;43;0
20000;1;2;2;24;0
205000;2;3;2;51;0
100000;2;3;1;35;0
260000;2;2;1;38;0
320000;2;2;1;38;0
135000;1;3;1;38;0
75000;2;2;2;33;0
80000;2;2;1;24;0
240000;1;3;1;43;0
20000;;2;1;22;0
145000;2;2;1;30;0
50000;1;2;2;31;0
80000;1;3;2;29;0
70000;2;3;1;41;0
30000;;3;2;32;0
250000;2;2;3;42;0
310000;2;1;1;32;0
50000;1;3;1;39;0
400000;2;4;1;37;0
270000;1;1;1;35;0
35000;1;3;2;37;0
105000;2;2;1;42;0
205000;1;2;1;36;0
50000;2;2;2;22;1
220000;1;2;1;31;0
50000;2;2;1;43;0
80000;2;2;2;29;0
320000;1;2;2;27;0
215000;1;2;2;34;0
230000;2;3;2;36;0
300000;2;;1;38;0
260000;1;1;1;41;0
